# Add translations for curated AOI names. Only EEZ and IHO rows are included; USER and MPA names are intentionally excluded.
# All seeded locale cells are filled for curated rows; the migration still skips any future intentionally blank cell.
# locale: {"code":"en","english_name":"English","native_name":"English","text_direction":"ltr","fallback_code":null,"is_default":true,"is_active":true,"notes":"Canonical source language stored in base vocabulary tables."}
# locale: {"code":"es","english_name":"Spanish","native_name":"Español","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"fr","english_name":"French","native_name":"Français","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt","english_name":"Portuguese","native_name":"Português","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt-br","english_name":"Brazilian Portuguese","native_name":"Português (Brasil)","text_direction":"ltr","fallback_code":"pt","is_default":false,"is_active":true,"notes":"Brazilian Portuguese locale seeded alongside generic Portuguese."}
# locale: {"code":"id","english_name":"Indonesian","native_name":"Bahasa Indonesia","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Requested as Bahasa; stored as locale code id."}
# locale: {"code":"sw","english_name":"Swahili","native_name":"Kiswahili","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
"source_locale","aoi_type_short_name","mrgid","source_name","source_checksum","es","fr","pt","pt-br","id","sw"
"en","EEZ","8357","Kuwaiti Exclusive Economic Zone","8915fa62e32b36c92040025b8c3f294e","Zona Económica Exclusiva de Kuwait","Zone économique exclusive de Koweït","Zona Económica Exclusiva de Kuwait","Zona Econômica Exclusiva de Kuwait","Zona Ekonomi Eksklusif Kuwait","Eneo la Kiuchumi la Kipekee la Kuwait"
"en","EEZ","5683","Latvian Exclusive Economic Zone","db4351a054fa237cb8ae4940b559adf1","Zona Económica Exclusiva de Letonia","Zone économique exclusive de Lettonie","Zona Económica Exclusiva de Letónia","Zona Econômica Exclusiva de Letónia","Zona Ekonomi Eksklusif Latvia","Eneo la Kiuchumi la Kipekee la Latvia"
"en","EEZ","8374","Lebanese Exclusive Economic Zone","27249762e47ae342bf8a7adc83a9a38c","Zona Económica Exclusiva de Líbano","Zone économique exclusive de Liban","Zona Económica Exclusiva de Líbano","Zona Econômica Exclusiva de Líbano","Zona Ekonomi Eksklusif Lebanon","Eneo la Kiuchumi la Kipekee la Lebanoni"
"en","EEZ","8391","Liberian Exclusive Economic Zone","13e989aa0bb13b2b3fbea70e8cff3602","Zona Económica Exclusiva de Liberia","Zone économique exclusive de Liberia","Zona Económica Exclusiva de Libéria","Zona Econômica Exclusiva de Libéria","Zona Ekonomi Eksklusif Liberia","Eneo la Kiuchumi la Kipekee la Liberia"
"en","EEZ","8372","Libyan Exclusive Economic Zone","98be17dcd6811016955cd64938d74783","Zona Económica Exclusiva de Libia","Zone économique exclusive de Libye","Zona Económica Exclusiva de Líbia","Zona Econômica Exclusiva de Líbia","Zona Ekonomi Eksklusif Libya","Eneo la Kiuchumi la Kipekee la Libya"
"en","EEZ","5684","Lithuanian Exclusive Economic Zone","61d6eaf2a7f7b80f09cf4d2b3af2bd5a","Zona Económica Exclusiva de Lituania","Zone économique exclusive de Lituanie","Zona Económica Exclusiva de Lituânia","Zona Econômica Exclusiva de Lituânia","Zona Ekonomi Eksklusif Lituania","Eneo la Kiuchumi la Kipekee la Lituanya"
"en","EEZ","8348","Madagascan Exclusive Economic Zone","998d29c9c3daab870a7271f460ddd528","Zona Económica Exclusiva de Madagascar","Zone économique exclusive de Madagascar","Zona Económica Exclusiva de Madagáscar","Zona Econômica Exclusiva de Madagáscar","Zona Ekonomi Eksklusif Madagaskar","Eneo la Kiuchumi la Kipekee la Madagaska"
"en","EEZ","8483","Malaysian Exclusive Economic Zone","32e9be44dd91def3a72b9177ae839dd7","Zona Económica Exclusiva de Malasia","Zone économique exclusive de Malaisie","Zona Económica Exclusiva de Malásia","Zona Econômica Exclusiva de Malásia","Zona Ekonomi Eksklusif Malaysia","Eneo la Kiuchumi la Kipekee la Malaysia"
"en","EEZ","8345","Maldives Exclusive Economic Zone","33b26715f8c0abb28487b134b08c5363","Zona Económica Exclusiva de Maldivas","Zone économique exclusive de Maldives","Zona Económica Exclusiva de Maldivas","Zona Econômica Exclusiva de Maldivas","Zona Ekonomi Eksklusif Maladewa","Eneo la Kiuchumi la Kipekee la Maldivi"
"en","EEZ","5685","Maltese Exclusive Economic Zone","ae19ed1dc58cbe2a60d79ab19ca3398e","Zona Económica Exclusiva de Malta","Zone économique exclusive de Malte","Zona Económica Exclusiva de Malta","Zona Econômica Exclusiva de Malta","Zona Ekonomi Eksklusif Malta","Eneo la Kiuchumi la Kipekee la Malta"
"en","EEZ","8318","Marshall Islands Exclusive Economic Zone","5833514d44dcaf0c932bc4463002139c","Zona Económica Exclusiva de las Islas Marshall","Zone économique exclusive des Îles Marshall","Zona Económica Exclusiva das Ilhas Marshall","Zona Econômica Exclusiva das Ilhas Marshall","Zona Ekonomi Eksklusif Kepulauan Marshall","Eneo la Kiuchumi la Kipekee la Visiwa vya Marshall"
"en","EEZ","33178","Martinican Exclusive Economic Zone","9f36b249f169c5e59bb7076baf0979ca","Zona Económica Exclusiva de Martinica","Zone économique exclusive de Martinique","Zona Económica Exclusiva de Martinica","Zona Econômica Exclusiva de Martinica","Zona Ekonomi Eksklusif Pulau Martinik","Eneo la Kiuchumi la Kipekee la Martinique"
"en","EEZ","8369","Mauritanian Exclusive Economic Zone","900387e1af65d6980a1b848f40a81c53","Zona Económica Exclusiva de Mauritania","Zone économique exclusive de Mauritanie","Zona Económica Exclusiva de Mauritânia","Zona Econômica Exclusiva de Mauritânia","Zona Ekonomi Eksklusif Mauritania","Eneo la Kiuchumi la Kipekee la Mauritania"
"en","EEZ","8343","Mauritian Exclusive Economic Zone","c45279011f05dfde32d65d0ca4a363e5","Zona Económica Exclusiva de Mauricio","Zone économique exclusive de Maurice","Zona Económica Exclusiva de Maurícia","Zona Econômica Exclusiva de Maurícia","Zona Ekonomi Eksklusif Mauritius","Eneo la Kiuchumi la Kipekee la Morisi"
"en","EEZ","8429","Mexican Exclusive Economic Zone","d5f6433188da49def7b7930cd05d0a3e","Zona Económica Exclusiva de México","Zone économique exclusive de Mexique","Zona Económica Exclusiva de México","Zona Econômica Exclusiva de México","Zona Ekonomi Eksklusif Meksiko","Eneo la Kiuchumi la Kipekee la Mexiko"
"en","EEZ","8316","Micronesian Exclusive Economic Zone","8b9f24535c63e68a39f5eb1cc47b37f3","Zona Económica Exclusiva de Micronesia","Zone économique exclusive de Micronésie","Zona Económica Exclusiva de Micronésia","Zona Econômica Exclusiva de Micronésia","Zona Ekonomi Eksklusif Mikronesia","Eneo la Kiuchumi la Kipekee la Mikronesia"
"en","EEZ","5691","Montenegrin Exclusive economic Zone","57fa41c0d3f89d72793a6f414541106c","Zona Económica Exclusiva de Montenegro","Zone économique exclusive de Monténégro","Zona Económica Exclusiva de Montenegro","Zona Econômica Exclusiva de Montenegro","Zona Ekonomi Eksklusif Montenegro","Eneo la Kiuchumi la Kipekee la Montenegro"
"en","EEZ","8415","Montserrat Exclusive Economic Zone","160250d9d671b76fa308afbc08e2b1bd","Zona Económica Exclusiva de Montserrat","Zone économique exclusive de Montserrat","Zona Económica Exclusiva de Montserrat","Zona Econômica Exclusiva de Montserrat","Zona Ekonomi Eksklusif Montserrat","Eneo la Kiuchumi la Kipekee la Montserrat"
"en","EEZ","21790","Monégasque Exclusive Economic Zone","baec0d4c3170fa7c2788a0eda5439a00","Zona Económica Exclusiva de Mónaco","Zone économique exclusive de Monaco","Zona Económica Exclusiva de Mónaco","Zona Econômica Exclusiva de Mónaco","Zona Ekonomi Eksklusif Monako","Eneo la Kiuchumi la Kipekee la Monako"
"en","EEZ","8367","Moroccan Exclusive Economic Zone","ee50c9c666d9a4271fb62fb07651fa87","Zona Económica Exclusiva de Marruecos","Zone économique exclusive de Maroc","Zona Económica Exclusiva de Marrocos","Zona Econômica Exclusiva de Marrocos","Zona Ekonomi Eksklusif Maroko","Eneo la Kiuchumi la Kipekee la Moroko"
"en","EEZ","8347","Mozambican Exclusive Economic Zone","aef78ecf5d3f90406a6954e5afe62fea","Zona Económica Exclusiva de Mozambique","Zone économique exclusive de Mozambique","Zona Económica Exclusiva de Moçambique","Zona Econômica Exclusiva de Moçambique","Zona Ekonomi Eksklusif Mozambik","Eneo la Kiuchumi la Kipekee la Msumbiji"
"en","EEZ","8482","Myanmar Exclusive Economic Zone","2e47b7acfd5f58468b02560b49b892fb","Zona Económica Exclusiva de Birmania","Zone économique exclusive de Birmanie","Zona Económica Exclusiva de Myanmar","Zona Econômica Exclusiva de Myanmar","Zona Ekonomi Eksklusif Myanmar","Eneo la Kiuchumi la Kipekee la Myanmar"
"en","EEZ","8395","Namibian Exclusive Economic Zone","8e62e4df21c89289d9c19eb115792326","Zona Económica Exclusiva de Namibia","Zone économique exclusive de Namibie","Zona Económica Exclusiva de Namíbia","Zona Econômica Exclusiva de Namíbia","Zona Ekonomi Eksklusif Namibia","Eneo la Kiuchumi la Kipekee la Namibia"
"en","EEZ","8317","Nauruan Exclusive Economic Zone","d01cf445eadae59669de107dc6aae5f0","Zona Económica Exclusiva de Nauru","Zone économique exclusive de Nauru","Zona Económica Exclusiva de Nauru","Zona Econômica Exclusiva de Nauru","Zona Ekonomi Eksklusif Nauru","Eneo la Kiuchumi la Kipekee la Nauru"
"en","EEZ","8312","New Caledonian Exclusive Economic Zone","8917eb7d47941856ebfd376578e4b17b","Zona Económica Exclusiva de Nueva Caledonia","Zone économique exclusive de Nouvelle-Calédonie","Zona Económica Exclusiva de Nova Caledônia","Zona Econômica Exclusiva de Nova Caledônia","Zona Ekonomi Eksklusif Kaledonia Baru","Eneo la Kiuchumi la Kipekee la Kaledonia Mpya"
"en","EEZ","8455","New Zealand Exclusive Economic Zone","63f8b8c598e8a4609836bd3ccba021a8","Zona Económica Exclusiva de Nueva Zelanda","Zone économique exclusive de Nouvelle-Zélande","Zona Económica Exclusiva de Nova Zelândia","Zona Econômica Exclusiva de Nova Zelândia","Zona Ekonomi Eksklusif Selandia Baru","Eneo la Kiuchumi la Kipekee la Nyuzilandi"
"en","EEZ","8425","Nicaraguan Exclusive Economic Zone","310dc62958cfb01ee6e0f6ac585aeb6e","Zona Económica Exclusiva de Nicaragua","Zone économique exclusive de Nicaragua","Zona Económica Exclusiva de Nicarágua","Zona Econômica Exclusiva de Nicarágua","Zona Ekonomi Eksklusif Nikaragua","Eneo la Kiuchumi la Kipekee la Nikaragua"
"en","EEZ","8474","Nigerian Exclusive Economic Zone","4f72544d546f50cf7667f58fea850626","Zona Económica Exclusiva de Nigeria","Zone économique exclusive de Nigeria","Zona Económica Exclusiva de Nigéria","Zona Econômica Exclusiva de Nigéria","Zona Ekonomi Eksklusif Nigeria","Eneo la Kiuchumi la Kipekee la Nigeria"
"en","EEZ","8447","Niue Exclusive Economic Zone","7d74d72b0986d5b1d004f1e457662e7f","Zona Económica Exclusiva de Niue","Zone économique exclusive de Niue","Zona Económica Exclusiva de Niue","Zona Econômica Exclusiva de Niue","Zona Ekonomi Eksklusif Niue","Eneo la Kiuchumi la Kipekee la Niue"
"en","EEZ","8310","Norfolk Island Exclusive Economic Zone","78b121f30167637a410a34c2bed4f0e0","Zona Económica Exclusiva de la Isla Norfolk","Zone économique exclusive de l'île Norfolk","Zona Económica Exclusiva da Ilha Norfolk","Zona Econômica Exclusiva da Ilha Norfolk","Zona Ekonomi Eksklusif Pulau Norfolk","Eneo la Kiuchumi la Kipekee la Kisiwa cha Norfolk"
"en","EEZ","8328","North Korean Exclusive Economic Zone","86e66fe20731aff9585f46b25f5033f7","Zona Económica Exclusiva de Corea del Norte","Zone économique exclusive de Corée du Nord","Zona Económica Exclusiva de Coreia do Norte","Zona Econômica Exclusiva de Coreia do Norte","Zona Ekonomi Eksklusif Korea Utara","Eneo la Kiuchumi la Kipekee la Korea Kaskazini"
"en","EEZ","48980","Northern Mariana Exclusive Economic Zone","6a2554f0d27de2576ff33186349b0e49","Zona Económica Exclusiva de las Islas Marianas del Norte","Zone économique exclusive des îles Mariannes du Nord","Zona Económica Exclusiva das Ilhas Marianas do Norte","Zona Econômica Exclusiva das Ilhas Marianas do Norte","Zona Ekonomi Eksklusif Kepulauan Mariana Utara","Eneo la Kiuchumi la Kipekee la Visiwa vya Mariana ya Kaskazini"
"en","EEZ","5686","Norwegian Exclusive Economic Zone","e83e6f0d496477d4137ded9297797b48","Zona Económica Exclusiva de Noruega","Zone économique exclusive de Norvège","Zona Económica Exclusiva de Noruega","Zona Econômica Exclusiva de Noruega","Zona Ekonomi Eksklusif Norwegia","Eneo la Kiuchumi la Kipekee la Norwei"
"en","EEZ","21791","Oecussi Ambeno Exclusive Economic Zone","9d67724af3e4e4f3c58caf3dd23ce4e5","Zona Económica Exclusiva de Oecusse","Zone économique exclusive d'Oecusse","Zona Económica Exclusiva de Oecusse","Zona Econômica Exclusiva de Oecusse","Zona Ekonomi Eksklusif Oecusse","Eneo la Kiuchumi la Kipekee la Oecusse"
"en","EEZ","8354","Omani Exclusive Economic Zone","8aec0781bbf0cda6e41f058bf079671a","Zona Económica Exclusiva de Omán","Zone économique exclusive d'Oman","Zona Económica Exclusiva de Omã","Zona Econômica Exclusiva de Omã","Zona Ekonomi Eksklusif Oman","Eneo la Kiuchumi la Kipekee la Omani"
"en","EEZ","49001","Overlapping claim Alhucemas Islands: Spain / Morocco","4625b4a0ab95766ad574ad5090542e53","Reclamación superpuesta sobre islas Alhucemas: España / Marruecos","Revendication chevauchante sur îles Alhucemas: Espagne / Maroc","Reivindicação sobreposta sobre Alhucemas Islands: Espanha / Marrocos","Reivindicação sobreposta sobre Alhucemas Islands: Espanha / Marrocos","Klaim tumpang tindih atas Alhucemas Islands: Spanyol / Maroko","Madai yanayopishana kuhusu Alhucemas Islands: Uhispania / Moroko"
"en","EEZ","49002","Overlapping claim Ceuta: Spain / Morocco","a6242aa61c1132842b281d52d0275bac","Reclamación superpuesta sobre Ceuta: España / Marruecos","Revendication chevauchante sur Ceuta: Espagne / Maroc","Reivindicação sobreposta sobre Ceuta: Espanha / Marrocos","Reivindicação sobreposta sobre Ceuta: Espanha / Marrocos","Klaim tumpang tindih atas Ceuta: Spanyol / Maroko","Madai yanayopishana kuhusu Ceuta: Uhispania / Moroko"
"en","EEZ","48997","Overlapping claim Chafarinas Islands: Spain / Morocco","fbacb685369081c5a04f12a0b465f298","Reclamación superpuesta sobre Islas Chafarinas: España / Marruecos","Revendication chevauchante sur îles Zaffarines: Espagne / Maroc","Reivindicação sobreposta sobre Ilhas Chafarinas: Espanha / Marrocos","Reivindicação sobreposta sobre Ilhas Chafarinas: Espanha / Marrocos","Klaim tumpang tindih atas Kepulauan Chafarinas: Spanyol / Maroko","Madai yanayopishana kuhusu Chafarinas Islands: Uhispania / Moroko"
"en","EEZ","48956","Overlapping claim Doumeira Islands: Djibouti / Eritrea","441f5f04c6d45981a63fbfe22d2f7e98","Reclamación superpuesta sobre Isla Doumeira: Yibuti / Eritrea","Revendication chevauchante sur île de Douméra: Djibouti / Érythrée","Reivindicação sobreposta sobre Ilhas Doumeira: Djibouti / Eritreia","Reivindicação sobreposta sobre Ilhas Doumeira: Djibouti / Eritreia","Klaim tumpang tindih atas Doumeira Islands: Jibuti / Eritrea","Madai yanayopishana kuhusu Doumeira Islands: Jibuti / Eritrea"
"en","EEZ","8389","Overlapping claim Falkland / Malvinas Islands: UK / Argentina","dd6cf8947d51096c155e8f092838d5c2","Reclamación superpuesta sobre islas Falkland/Malvinas: Reino Unido / Argentina","Revendication chevauchante sur îles Falkland/Malouines: Royaume-Uni / Argentine","Reivindicação sobreposta sobre ilhas Falkland/Malvinas: Reino Unido / Argentina","Reivindicação sobreposta sobre ilhas Falkland/Malvinas: Reino Unido / Argentina","Klaim tumpang tindih atas Kepulauan Falkland/Malvinas: Britania Raya / Argentina","Madai yanayopishana kuhusu Visiwa vya Falkland/Malvinas: Uingereza / Argentina"
"en","EEZ","8365","Overlapping claim Gibraltarian Exclusive Economic Zone","3eff2cc63b6d12e9ae1d46b0f0aca34b","Reclamación superpuesta sobre Zona Económica Exclusiva de Gibraltar: Reino Unido / España","Revendication chevauchante sur Zone économique exclusive de Gibraltar: Royaume-Uni / Espagne","Reivindicação sobreposta sobre Zona Económica Exclusiva de Gibraltar: Reino Unido / Espanha","Reivindicação sobreposta sobre Zona Econômica Exclusiva de Gibraltar: Reino Unido / Espanha","Klaim tumpang tindih atas Zona Ekonomi Eksklusif Gibraltar: Britania Raya / Spanyol","Madai yanayopishana kuhusu Eneo la Kiuchumi la Kipekee la Gibraltar: Uingereza / Uhispania"
"en","EEZ","48945","Overlapping claim Glorioso Islands: France / Madagascar","713bdd025685c0199083c290f52719fc","Reclamación superpuesta sobre islas Gloriosas: Francia / Madagascar","Revendication chevauchante sur îles Glorieuses: France / Madagascar","Reivindicação sobreposta sobre ilhas Gloriosas: França / Madagáscar","Reivindicação sobreposta sobre ilhas Gloriosas: França / Madagáscar","Klaim tumpang tindih atas Kepulauan Glorioso: Prancis / Madagaskar","Madai yanayopishana kuhusu Visiwa vya Glorioso: Ufaransa / Madagaska"
"en","EEZ","48946","Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus","d2c42da3460d6d2189308fa5916e4047","Reclamación superpuesta sobre isla Tromelin: Reunión / Madagascar / Mauricio","Revendication chevauchante sur île Tromelin: La Réunion / Madagascar / Maurice","Reivindicação sobreposta sobre ilha Tromelin: Reunião / Madagáscar / Maurícia","Reivindicação sobreposta sobre ilha Tromelin: Reunião / Madagáscar / Maurícia","Klaim tumpang tindih atas Pulau Tromelin: Réunion / Madagaskar / Mauritius","Madai yanayopishana kuhusu Kisiwa cha Tromelin: Réunion / Madagaska / Morisi"
"en","EEZ","48950","Overlapping claim Kuril Islands: Japan / Russia","9aec4b87aacc9b9248285d2bfa0fbb0b","Reclamación superpuesta sobre islas Kuriles: Japón / Rusia","Revendication chevauchante sur îles Kouriles: Japon / Russie","Reivindicação sobreposta sobre ilhas Curilas: Japão / Rússia","Reivindicação sobreposta sobre ilhas Curilas: Japão / Rússia","Klaim tumpang tindih atas Kepulauan Kuril: Jepang / Rusia","Madai yanayopishana kuhusu Visiwa vya Kuril: Japani / Urusi"
"en","EEZ","48955","Overlapping claim Liancourt Rocks: Japan / South Korea","31bd256537402146f30a246f118448e4","Reclamación superpuesta sobre rocas de Liancourt (Dokdo/Takeshima): Japón / Corea del Sur","Revendication chevauchante sur rochers Liancourt (Dokdo/Takeshima): Japon / Corée du Sud","Reivindicação sobreposta sobre rochedos de Liancourt (Dokdo/Takeshima): Japão / Coreia do Sul","Reivindicação sobreposta sobre rochedos de Liancourt (Dokdo/Takeshima): Japão / Coreia do Sul","Klaim tumpang tindih atas Batu Liancourt (Dokdo/Takeshima): Jepang / Korea Selatan","Madai yanayopishana kuhusu Miamba ya Liancourt (Dokdo/Takeshima): Japani / Korea Kusini"
"en","EEZ","48948","Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu","d5146e06f127d8f991f18dad264137b0","Reclamación superpuesta sobre islas Matthew y Hunter: Nueva Caledonia / Vanuatu","Revendication chevauchante sur îles Matthew et Hunter: Nouvelle-Calédonie / Vanuatu","Reivindicação sobreposta sobre ilhas Matthew e Hunter: Nova Caledônia / Vanuatu","Reivindicação sobreposta sobre ilhas Matthew e Hunter: Nova Caledônia / Vanuatu","Klaim tumpang tindih atas Kepulauan Matthew dan Hunter: Kaledonia Baru / Vanuatu","Madai yanayopishana kuhusu Visiwa vya Matthew na Hunter: Kaledonia Mpya / Vanuatu"
"en","EEZ","48944","Overlapping claim Mayotte: France / Comoros","1837d39d0a4515f26907ebe1bdd167b1","Reclamación superpuesta sobre Mayotte: Francia / Comoras","Revendication chevauchante sur Mayotte: France / Comores","Reivindicação sobreposta sobre Mayotte: França / Comores","Reivindicação sobreposta sobre Mayotte: França / Comores","Klaim tumpang tindih atas Mayotte: Prancis / Komoro","Madai yanayopishana kuhusu Mayotte: Ufaransa / Komori"
"en","EEZ","49000","Overlapping claim Melilla: Spain / Morocco","f2da9728285fc55b3e214d84113278ba","Reclamación superpuesta sobre Melilla: España / Marruecos","Revendication chevauchante sur Melilla: Espagne / Maroc","Reivindicação sobreposta sobre Melilha: Espanha / Marrocos","Reivindicação sobreposta sobre Melilha: Espanha / Marrocos","Klaim tumpang tindih atas Melilla: Spanyol / Maroko","Madai yanayopishana kuhusu Melilla: Uhispania / Moroko"
"en","EEZ","48951","Overlapping claim Navassa Island: USA / Haiti / Jamaica","c4f1ff72f7548379999bfaf29cf0fccd","Reclamación superpuesta sobre isla Navaza: Estados Unidos / Haití / Jamaica","Revendication chevauchante sur île de la Navasse: États-Unis / Haïti / Jamaïque","Reivindicação sobreposta sobre ilha Navassa: Estados Unidos / Haiti / Jamaica","Reivindicação sobreposta sobre ilha Navassa: Estados Unidos / Haiti / Jamaica","Klaim tumpang tindih atas Pulau Navassa: Amerika Serikat / Haiti / Jamaika","Madai yanayopishana kuhusu Kisiwa cha Navassa: Marekani / Haiti / Jamaika"
"en","EEZ","48998","Overlapping claim Perejil Island: Spain / Morocco","9800c104a9f94a76151d930dc5933386","Reclamación superpuesta sobre isla de Perejil: España / Marruecos","Revendication chevauchante sur îlot Persil: Espagne / Maroc","Reivindicação sobreposta sobre ilha de Perejil: Espanha / Marrocos","Reivindicação sobreposta sobre ilha de Perejil: Espanha / Marrocos","Klaim tumpang tindih atas Pulau Perejil: Spanyol / Maroko","Madai yanayopishana kuhusu Kisiwa cha Perejil: Uhispania / Moroko"
"en","EEZ","48999","Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco","f29b81e68bdb159fbaef93453bd2ae87","Reclamación superpuesta sobre Peñón de Vélez de la Gomera: España / Marruecos","Revendication chevauchante sur Peñón de Vélez de la Gomera: Espagne / Maroc","Reivindicação sobreposta sobre Penedo de Vélez de la Gomera: Espanha / Marrocos","Reivindicação sobreposta sobre Penedo de Vélez de la Gomera: Espanha / Marrocos","Klaim tumpang tindih atas Peñón de Vélez de la Gomera: Spanyol / Maroko","Madai yanayopishana kuhusu Peñón de Vélez de la Gomera: Uhispania / Moroko"
"en","EEZ","50170","Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","ce048a3f5264f63a035fb8ab16fbbcb3","Reclamación superpuesta: Catar / Arabia Saudí / Emiratos Árabes Unidos","Revendication chevauchante: Qatar / Arabie saoudite / Émirats arabes unis","Reivindicação sobreposta: Catar / Arábia Saudita / Emirados Árabes Unidos","Reivindicação sobreposta: Catar / Arábia Saudita / Emirados Árabes Unidos","Klaim tumpang tindih: Qatar / Arab Saudi / Uni Emirat Arab","Madai yanayopishana: Qatar / Saudia / Falme za Kiarabu"
"en","EEZ","48954","Overlapping claim Senkaku Islands: Japan / China / Taiwan","f62f0f08dda3ae1cb99962b81d5871c4","Reclamación superpuesta sobre islas Senkaku/Diaoyu/Diaoyutai: Japón / China / Taiwán","Revendication chevauchante sur îles Senkaku/Diaoyu/Diaoyutai: Japon / Chine / Taïwan","Reivindicação sobreposta sobre ilhas Senkaku/Diaoyu/Diaoyutai: Japão / China / Taiwan","Reivindicação sobreposta sobre ilhas Senkaku/Diaoyu/Diaoyutai: Japão / China / Taiwan","Klaim tumpang tindih atas Kepulauan Senkaku/Diaoyu/Diaoyutai: Jepang / Tiongkok / Taiwan","Madai yanayopishana kuhusu Visiwa vya Senkaku/Diaoyu/Diaoyutai: Japani / China / Taiwan"
"en","EEZ","49003","Overlapping claim South China Sea","c1362e8f0e4155636cbe946017c65145","Reclamación superpuesta sobre mar de China Meridional: China","Revendication chevauchante sur mer de Chine méridionale: Chine","Reivindicação sobreposta sobre Mar da China Meridional: China","Reivindicação sobreposta sobre Mar da China Meridional: China","Klaim tumpang tindih atas Laut Tiongkok Selatan: Tiongkok","Madai yanayopishana kuhusu Bahari ya Kusini ya China: China"
"en","EEZ","8383","Overlapping claim South Georgia and South Sandwich Islands: UK / Argentina","2f72ab86c49976aeadc70056722df501","Reclamación superpuesta sobre islas Georgias del Sur y Sandwich del Sur: Reino Unido / Argentina","Revendication chevauchante sur Géorgie du Sud-et-les îles Sandwich du Sud: Royaume-Uni / Argentine","Reivindicação sobreposta sobre Geórgia do Sul e Ilhas Sandwich do Sul: Reino Unido / Argentina","Reivindicação sobreposta sobre Geórgia do Sul e Ilhas Sandwich do Sul: Reino Unido / Argentina","Klaim tumpang tindih atas Georgia Selatan dan Kepulauan Sandwich Selatan: Britania Raya / Argentina","Madai yanayopishana kuhusu Georgia Kusini na Visiwa vya Sandwich Kusini: Uingereza / Argentina"
"en","EEZ","5695","Overlapping claim Ukrainian Exclusive Economic Zone","b2fef0aef8c5cd3cf7824ba5abe59e63","Reclamación superpuesta sobre Zona Económica Exclusiva de Ucrania: Ucrania","Revendication chevauchante sur Zone économique exclusive d'Ukraine: Ukraine","Reivindicação sobreposta sobre Zona Económica Exclusiva de Ucrânia: Ucrânia","Reivindicação sobreposta sobre Zona Econômica Exclusiva de Ucrânia: Ucrânia","Klaim tumpang tindih atas Zona Ekonomi Eksklusif Ukraina: Ukraina","Madai yanayopishana kuhusu Eneo la Kiuchumi la Kipekee la Ukraini: Ukraini"
"en","EEZ","8368","Overlapping claim Western Saharan Exclusive Economic Zone","8ed66aeb56906d86396939014ad870db","Reclamación superpuesta sobre Zona Económica Exclusiva de Sáhara Occidental: Sáhara Occidental / Marruecos","Revendication chevauchante sur Zone économique exclusive de Sahara occidental: Sahara occidental / Maroc","Reivindicação sobreposta sobre Zona Económica Exclusiva de Saara Ocidental: Saara Ocidental / Marrocos","Reivindicação sobreposta sobre Zona Econômica Exclusiva de Saara Ocidental: Saara Ocidental / Marrocos","Klaim tumpang tindih atas Zona Ekonomi Eksklusif Sahara Barat: Sahara Barat / Maroko","Madai yanayopishana kuhusu Eneo la Kiuchumi la Kipekee la Sahara Magharibi: Sahara Magharibi / Moroko"
"en","EEZ","48943","Overlapping claim: Canada / USA","1b2581c36dfbd18fab6919393b3862c5","Reclamación superpuesta: Canadá / Estados Unidos","Revendication chevauchante: Canada / États-Unis","Reivindicação sobreposta: Canadá / Estados Unidos","Reivindicação sobreposta: Canadá / Estados Unidos","Klaim tumpang tindih: Kanada / Amerika Serikat","Madai yanayopishana: Kanada / Marekani"
"en","EEZ","48947","Overlapping claim: Iran / United Arab Emirates","134dd9d300e89f8913c8f8c29ce8b8c3","Reclamación superpuesta: Irán / Emiratos Árabes Unidos","Revendication chevauchante: Iran / Émirats arabes unis","Reivindicação sobreposta: Irão / Emirados Árabes Unidos","Reivindicação sobreposta: Irão / Emirados Árabes Unidos","Klaim tumpang tindih: Iran / Uni Emirat Arab","Madai yanayopishana: Uajemi / Falme za Kiarabu"
"en","EEZ","33176","Overlapping claim: Kenya / Somalia","9f892dfbcf31e8b109aca4900cacc652","Reclamación superpuesta: Kenia / Somalia","Revendication chevauchante: Kenya / Somalie","Reivindicação sobreposta: Quénia / Somália","Reivindicação sobreposta: Quénia / Somália","Klaim tumpang tindih: Kenya / Somalia","Madai yanayopishana: Kenya / Somalia"
"en","EEZ","48982","Overlapping claim: Puerto Rico / Dominican Republic","154d62dbb9145ca7506551ad492ba838","Reclamación superpuesta: Puerto Rico / la República Dominicana","Revendication chevauchante: Porto Rico / la République dominicaine","Reivindicação sobreposta: Porto Rico / a República Dominicana","Reivindicação sobreposta: Porto Rico / a República Dominicana","Klaim tumpang tindih: Puerto Riko / Republik Dominika","Madai yanayopishana: Puerto Rico / Jamhuri ya Dominika"
